회사명,거래소코드,회계년도,유동자산(*)(IFRS연결)(천원),유동부채(*)(IFRS연결)(천원),자산(*)(IFRS연결)(천원),기말이익잉여금(결손금)(*)(IFRS연결)(천원),당기순이익(손실)(IFRS연결)(천원),법인세비용(IFRS연결)(천원),이자비용(IFRS연결)(천원),매출액(수익)(*)(IFRS연결)(천원),부채(*)(IFRS연결)(천원),종가(원),보통주(IFRS연결)(주),총자본증가율(IFRS연결),유형자산증가율(IFRS연결),비유동생물자산증가율(IFRS연결),투자부동산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),자기자본증가율(IFRS연결),매출액증가율(IFRS연결),정상영업이익증가율(IFRS연결),순이익증가율(IFRS연결),총포괄이익증가율(IFRS연결),종업원1인당 부가가치증가율(IFRS연결),종업원수증가율(IFRS연결),종업원1인당 매출액증가율(IFRS연결),종업원1인당 인건비증가율(IFRS연결),매출액총이익률(IFRS연결),매출액정상영업이익률(IFRS연결),매출액순이익률(IFRS연결),총자본사업이익률(IFRS연결),총자본정상영업이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본정상영업이익률(IFRS연결),자기자본순이익률(IFRS연결),경영자본정상영업이익률(IFRS연결),경영자본순이익률(IFRS연결),자본금정상영업이익률(IFRS연결),자본금순이익률(IFRS연결),매출원가 대 매출액비율(IFRS연결),영업비용 대 영업수익비율(IFRS연결),기타손익비률(IFRS연결),금융손익비율(IFRS연결),금융비용부담률(IFRS연결),외환이익 대 매출액비율(IFRS연결),광고선전비 대 매출액비율(IFRS연결),세금과공과 대 세금과공과 차감전순이익률(IFRS연결),기업순이익률(IFRS연결),수지비율(관계기업투자손익 제외)(IFRS연결),인건비 대 총비용비율(IFRS연결),R & D 투자효율(IFRS연결),세금과공과 대 총비용비율(IFRS연결),금융비용 대 총비용비율(IFRS연결),감가상각비 대 총비용비율(IFRS연결),감가상각률(IFRS연결),누적감가상각률(IFRS연결),이자부담률(IFRS연결),지급이자율(IFRS연결),차입금평균이자율(IFRS연결),유보율(IFRS연결),사내유보율(IFRS연결),사내유보 대 자기자본비율(IFRS연결),적립금비율(재정비율)(IFRS연결),평균배당률(IFRS연결),자기자본배당률(IFRS연결),배당성향(IFRS연결),1주당매출액(IFRS연결)(원),1주당순이익(IFRS연결)(원),1주당 CASH FLOW(IFRS연결)(원),1주당순자산(IFRS연결)(원),1주당정상영업이익(IFRS연결)(원),유동자산구성비율(IFRS연결),재고자산 대 유동자산비율(IFRS연결),유동자산 대 비유동자산비율(IFRS연결),당좌자산구성비율(IFRS연결),비유동자산구성비율(IFRS연결),자기자본구성비율(IFRS연결),타인자본구성비율(IFRS연결),자기자본배율(IFRS연결),비유동비율(IFRS연결),비유동장기적합률(IFRS연결),유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),매출채권비율(IFRS연결),재고자산 대 순운전자본비율(IFRS연결),매출채권 대 매입채무비율(IFRS연결),"매출채권 대 상,제품비율(IFRS연결)",매입채무 대 재고자산비율(IFRS연결),부채비율(IFRS연결),유동부채비율(IFRS연결),단기차입금 대 총차입금비율(IFRS연결),비유동부채비율(IFRS연결),비유동부채 대 순운전자본비율(IFRS연결),순운전자본비율(IFRS연결),차입금의존도(IFRS연결),차입금비율(IFRS연결),이자보상배율(이자비용)(IFRS연결),이자보상배율(순금융비용)(IFRS연결),유보액대비율(IFRS연결),유보액 대 납입자본배율(IFRS연결),유동자산집중도(IFRS연결),비유동자산집중도(IFRS연결),투자집중도(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),CASH FLOW 대 차입금비율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),정상영업이익대비이자보상배율(IFRS연결),총자본회전률(IFRS연결),경영자본회전률(IFRS연결),자기자본회전률(IFRS연결),자본금회전률(IFRS연결),타인자본회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),재고자산회전률(IFRS연결),재고자산회전기간(IFRS연결),"상품,제품회전률(IFRS연결)","원,부재료회전률(IFRS연결)",재공품회전률(IFRS연결),매출채권회전률(IFRS연결),매출채권회전기간(IFRS연결),비유동자산회전률(IFRS연결),유형자산회전율(IFRS연결),순운전자본회전률(IFRS연결),운전자본회전률(IFRS연결),1회전기간(IFRS연결),부가가치(IFRS연결)(백만원),종업원1인당 부가가치(IFRS연결)(백만원),종업원1인당 매출액(IFRS연결)(백만원),종업원1인당 정상영업이익(IFRS연결)(백만원),종업원1인당 순이익(IFRS연결)(백만원),종업원1인당 인건비(IFRS연결)(백만원),노동장비율(IFRS연결),기계장비율(IFRS연결),자본집약도(IFRS연결),총자본투자효율(IFRS연결),설비투자효율(IFRS연결),기계투자효율(IFRS연결),부가가치율(IFRS연결),노동소득분배율(IFRS연결),자본분배율(IFRS연결),이윤분배율(IFRS연결),부가가치(IFRS연결)(백만원),법인세비용차감전(계속사업)손익(IFRS연결)(백만원),인건비(IFRS연결)(백만원),금융비용(IFRS연결)(백만원),임차료(IFRS연결)(백만원),세금과공과(IFRS연결)(백만원),감가상각비(IFRS연결)(백만원),종업원1인당 부가가치(IFRS연결)(백만원),총자본투자효율(IFRS연결),기계투자효율(IFRS연결),부가가치율(IFRS연결),종업원수(IFRS연결),PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),PCR(최고)(IFRS),PCR(최저)(IFRS),PSR(최고)(IFRS),PSR(최저)(IFRS),기업가치(EV)(IFRS)(백만원),EBITDA(IFRS)(백만원),감사의견코드,라벨
(주)강동씨앤엘,198440,Dec.24,,,,,,,,,,1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.66,0.25,5.53,2.06,1.87,0.7,145469.72,10829.54,,
(주)강스템바이오텍,217730,Dec.24,,,,,,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5.2,1.84,0,0,28.34,10.04,118918.67,-11616.28,,
(주)강원랜드,35250,Dec.24,1213770948,749911257,4700641155,3861476636,456893168,108453172,0,1426862782,816978341,15970,213940500,5.66,1.56,0,10.82,14.04,-12.75,-20.26,5.59,2.76,1.25,34.03,30.23,,,,,29.36,20.03,32.02,6.94,6.25,9.99,7.56,12.08,11.15,17.82,267.17,427.12,70.64,79.97,19.59,12.35,-2.03,0,0.84,29.91,9.35,67.41,33.81,0,7.39,-2.48,6.7,7.11,109.12,-3.66,5.08,4.96,3730.73,,,102.76,,,,6669.44,2257,2276.56,,1335.84,25.82,0.36,34.81,25.73,74.18,82.62,17.38,3630.6,89.78,88.26,161.86,161.27,32.6,163.5,0.95,185.52,458.15,88.13,21.04,19.31,5.83,1.73,14.46,9.87,1.16,1.4,103.33,999999999,84.9,37.31,91.28,229.33,171.89,50.48,757.81,8.77,28.91,0,0.31,0.56,0.38,13.34,1.8,392.13,0.93,1.1,1.1,287.51,1.27,796.56,449.91,0,216.23,1.69,0.44,1.15,0.7,0.01,0.5,1097132.58,,,,,,,,,23.34,95.58,1182.08,76.89,36.08,63.92,41.64,1097132.58,565346.34,395838.77,-29022.84,0,86495.43,78474.88,,23.34,1182.08,76.89,,8.7,6.23,1.1,0.79,8.15,5.84,2.79,2,3222339.45,364654.94,UQ,
(주)강원에너지,114190,Dec.24,105189765,69259407,163883344,1195280,-582114,-3136170,0,224422425,92000859,8950,26123038,-4.46,15.7,0,0,16.2,-13.08,-52.39,3.76,61.21,-2.25,0,-75.65,,,,,7.53,3.02,-0.26,4.27,4.04,-0.35,11.84,2.6,4.36,-0.37,51.85,7.91,92.47,96.98,-4.67,-6.45,1.21,1.74,0.04,0,1.27,101.58,5.25,0,0,1.14,1.49,9.9,18.82,2.46,6.04,5.54,209.97,,,65.77,,,,8590.98,40,-2.17,,259.23,64.19,10.49,179.22,57.46,35.81,43.86,56.14,309.97,81.65,62.03,151.88,135.95,11.75,214.54,30.7,113.3,367.46,189.36,127.99,96.35,55.82,31.64,63.29,21.92,31.37,71.53,2.18,-0.37,35.89,4.5,50.4,24.33,68.29,-9.61,-17.19,-5.39,-3.94,2.49,1.34,1.44,3.92,17.18,2.03,7.07,51.63,1.98,2.34,13.12,27.81,35.59,23.85,248.32,8.11,44.98,4.11,4.97,1.11,0.07,0.05,15110.64,,,,,,,,,9.22,33.3,60.45,6.73,82.99,17.01,-3.85,15110.64,-3718.28,12540.44,2718.22,0,0,3570.25,,9.22,60.45,6.73,,162.97,62.9,14.13,5.45,178.03,68.71,5.34,2.06,258776.29,9309.68,UQ,
(주)갤럭시아에스엠,11420,Dec.24,,,,,,,,,,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.39,16.08,1.71,0.76,72.44,32.01,3.24,1.43,48236.64,6171.51,,
(주)경농,2100,Dec.24,281270525,181636551,489019204,188540064,17736544,4862405,0,325185753,210427634,9000,19522575,9.01,12.53,0,1.98,10.12,8.21,7.17,4.02,-6.4,5.99,-9.07,-14.42,,,,,33.43,8.22,5.45,5.84,5.7,3.78,9.77,6.97,6.21,4.12,246.36,158.57,66.57,91.78,-1.27,-1.97,1.63,-1.84,0,27.84,4.91,93.32,13.48,1.24,0.63,1.68,2.61,13.73,205.39,2.71,5.43,5.92,2243.07,,,98.52,,,,16656.91,963,1384.79,,1368.69,57.52,60.76,135.39,22.57,42.48,56.97,43.03,2320.53,74.57,67.59,154.85,60.76,23.62,29.68,171.53,135.56,53.63,21.89,75.53,65.2,92.09,10.33,28.9,20.37,22.43,39.37,4.49,5.27,55.25,24.91,83.22,60.95,135.56,10.14,19.46,4.36,6.56,5.04,0.69,0.76,1.19,29.98,1.67,8.53,42.79,1.2,3.08,1.97,185.42,3.43,7.38,86.49,6.25,58.4,1.64,2.16,0.74,0,0,82343.77,,,,,,,,,16.84,58.25,603.47,25.32,51.74,48.26,21.54,82343.77,22598.95,42602.76,5297.54,1618.95,1981.28,8244.3,,16.84,603.47,25.32,,13.02,10.31,0.88,0.7,7.91,6.27,0.99,0.78,209611.09,26961.07,UQ,
(주)경동나비엔,9450,Dec.24,735122507,581653232,1358870105,620763800,124340921,28414675,0,1353879442,663453095,87800,14568592,28.13,18.69,0,15.52,23.34,32.49,37.6,18.96,12.42,25.18,49.54,60.25,,,,,45.1,9.79,9.18,11.22,10.96,10.28,20.71,19.43,12.65,11.87,910.01,853.49,54.9,90.21,1.49,1.5,0.34,1.95,4.05,18.6,10.66,89.17,20.65,1.26,0,0.36,3.77,13.9,88.5,0.8,3.5,4.6,4677.87,,,108.3,,,,92931.39,8603,3605.13,,9100.13,54.1,56.29,117.86,23.65,45.9,51.18,48.82,4773.4,89.69,80.25,126.39,55.24,17.19,36.45,269.64,97.48,51.37,37.4,95.4,83.64,92.17,11.76,53.3,11.29,16.27,31.79,17.13,34.54,50.15,46.78,47.64,41.71,85.63,18.83,56.52,9.19,9.23,29.11,1.12,1.29,2.12,92.93,2.38,8.81,41.44,2.1,4.71,3.79,96.32,5.94,16.03,0,10.05,36.34,2.4,3.14,1.19,0.2,0.01,464360.74,,,,,,,,,34.17,122.33,531.4,34.3,55.92,44.08,26.78,464360.74,152755.6,259677.89,4554.6,0,0,47372.66,,34.17,531.4,34.3,,10.12,4.67,2.56,1.18,42.25,19.51,1.1,0.51,1356111.35,184135.77,UQ,
(주)경동도시가스,267290,Dec.24,566459350,429784143,947683277,160998866,28639112,7708464,0,1791907870,501812609,17700,5895406,-0.38,-1.37,0,0,0.09,-0.7,-25.11,6.03,-0.42,-4.63,-6.49,-1.48,,,,,6.91,1.51,1.6,3.66,2.84,3.02,6.22,6.61,2.92,3.1,183.02,194.18,93.09,98.49,0.52,0.43,-0.39,0,0,21.21,2.28,97.91,2.71,0,0,-0.39,1.53,7.9,0,-1.35,5.17,4.93,2926.41,,,94.55,,,,303949.87,4859,12698.07,,4575.45,59.77,0.26,148.59,59.62,40.23,47.05,52.95,3025.21,85.5,73.61,131.8,131.46,17.08,19684.97,1.08,76.09,89331.42,25869.15,112.55,96.39,12.35,16.15,52.7,14.42,1.77,3.77,31.02,999999999,45.51,29.26,31.72,21.26,51.27,6.36,189.74,3.37,1.78,0,1.89,1.94,4.14,121.58,3.47,4.53,80.52,3.15,3.16,1042.83,0.35,5575.22,0,0,5.76,63.4,4.7,5.58,1.77,0,0,104290.96,,,,,,,,,11,32.95,35.23,5.82,45.82,54.18,27.46,104290.96,36347.58,47785.6,-6948.41,0,0,27106.2,,11,35.23,5.82,,4.98,3.54,0.34,0.24,1.95,1.38,0.08,0.06,48912.32,53695.99,UQ,
(주)경동인베스트,12320,Dec.24,222134212,69330917,616320127,653082132,21998103,3376194,0,293711566,133834417,61000,2365023,1.55,-7.79,0,-2.71,-1.12,6.66,-8.74,3.68,-6.02,15.04,8.84,13.19,,,,,17.99,8.31,7.49,4.51,3.99,3.6,5.15,4.6,6.18,5.57,206.3,183.28,82.01,91.69,0.7,0.48,-0.48,0.07,0.17,12.76,3.37,91.14,37.04,0,0,-0.52,5.15,9.42,170.02,-1.03,4.54,4,4041.83,,,157.2,,,,124189.73,9940,9994.03,,10314.98,36.04,15.97,56.35,30.29,63.96,78.28,21.72,4055.23,81.7,72.06,320.4,269.23,20.33,82.1,23.22,490.44,99.4,16.74,27.74,14.37,46.31,13.37,42.21,24.79,6.26,8,13.91,999999999,78.03,40.67,73.27,134.97,134.6,16.41,56.89,3.56,7.48,0,0.48,0.74,0.62,24.84,2.13,61.2,5.96,1.36,1.65,7.9,46.2,9.99,215.26,0,11.06,32.99,0.74,1.87,1.03,0,0.01,135500.37,,,,,,,,,21.99,89.87,0,46.13,74.34,25.66,16.23,135500.37,26453.86,100730.65,-1415.16,0,0,14015.76,,21.99,0,46.13,,130.62,61.25,1.01,0.47,95.91,44.97,48.01,22.51,143834.6,1577.06,UQ,
(주)경방,50,Dec.24,145868326,247427767,1214347476,776151815,23594328,8134225,0,397276756,454721013,6350,27415270,0.62,-2.05,0,-1.84,0.83,-0.87,1.64,2.92,0.95,109.47,0,0,,,,,31.45,8.42,5.94,4.07,2.76,1.95,4.47,3.15,7.41,5.23,244.02,172.12,68.55,91.58,-0.43,-0.73,-1.36,0.61,0.19,46.93,1.5,89.07,7.75,0,3.27,-1.39,9.67,18.96,144.53,-1.17,4.79,4.68,5661.18,,,102.17,,,,14491.08,947,2163.37,,1220.1,12.01,37.55,13.65,7.5,87.99,62.55,37.45,5541.74,140.66,110.5,58.95,36.81,8.74,93.88,0,232.42,175.61,40.39,59.86,32.57,77.04,27.29,0,-8.36,17.93,28.66,3.21,999999999,63.9,56.61,36.88,267.85,115.27,11.6,24.23,4.34,13.28,0,0.33,0.88,0.53,28.98,0.86,18.17,20.09,2.71,4.31,7.31,49.92,15.4,15.66,125.36,7.95,45.9,0.37,1.39,0.96,0,0.01,106830.18,,,,,,,,,8.8,37.76,778.2,26.89,28.22,71.78,22.09,106830.18,31728.55,30151.36,-5388.06,0,12729.92,37608.4,,8.8,778.2,26.89,,9.2,5.57,0.33,0.2,4.66,2.82,0.91,0.55,282397.96,57541.46,UQ,
(주)경보제약,214390,Dec.24,,,,,,,,,,6220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7,0,1.44,0,1359.55,0,0.85,0,236005.6,22861.87,,
(주)경인양행,12610,Dec.24,266392676,242345900,544969281,182376184,16247818,2299385,0,374231082,279544871,2715,41616365,1.12,0.65,0,-0.6,0.69,1.56,-15.56,5.72,8.34,0,0,0,,,,,22.47,6.47,4.34,4.72,4.47,3,9.37,6.56,4.64,3.11,116.43,73.66,77.53,93.53,-1.52,-2.17,2.14,1.37,0,25.61,4.48,93.92,20.33,0,0.9,2.2,6.77,13.54,125.56,2.83,4.17,4.04,1060.22,,,94.13,,,,8992.4,370,1519.59,,582.13,48.88,46.01,95.63,26.39,51.12,48.7,51.3,1153.97,104.96,92.05,109.92,59.35,24.81,61.65,509.66,471.35,97.26,13.08,105.32,91.31,84.76,14.01,154.69,4.41,41.2,84.58,2.59,3.32,45.13,11.82,70.64,74.18,141.44,16,19.92,8.21,11.95,3.03,0.69,0.72,1.45,17.98,1.32,25.34,14.41,1.42,2.87,2.8,130.54,4.35,16.62,17.81,5.18,70.46,1.35,1.45,0.74,0,0.01,128603.34,,,,,,,,,23.6,50.09,142.2,34.36,57.61,42.39,12.63,128603.34,18547.2,74092.04,8008.13,0,3294.21,24661.76,,23.6,142.2,34.36,,13.28,8.61,0.82,0.53,3.58,2.32,0.68,0.44,204017.29,30856.2,UQ,
(주)고바이오랩,348150,Dec.24,66682152,13821983,102095528,-168125214,-4616841,439168,0,68358644,46618414,5360,19373850,-10.93,-10.18,0,0,-8.95,-11.95,204.63,-15.64,106.28,0,0,0,,,,,68.49,-10.1,-6.75,-4.15,-6.37,-4.26,-11.77,-12.79,-6.87,-4.59,-70.95,-54.43,31.51,110.1,3.99,2.43,-1.83,1.48,20.73,0,-5.41,105.77,9.54,0.71,0,-1.63,3.36,10.58,16.29,-2.51,7,6.65,287.68,,,124.3,,,,3520.8,-276,-224.33,,-355.65,65.31,6.7,188.3,60.94,34.69,54.34,45.66,387.68,63.83,40.12,482.44,450.11,41.16,54,8.45,67999.09,65.52,0.08,84.03,24.91,46.86,59.12,62.04,51.78,16.2,29.81,-5.96,999999999,44.76,4.67,104.16,54.35,144.12,-19.51,-54.98,-8.91,-13.3,0,0.63,0.68,1.17,7.02,1.38,38533.62,0.01,0.96,1,23.04,15.84,26.75,1436.38,604.8,32.01,11.4,1.84,2.1,0.77,0,0.04,4455.02,,,,,,,,,4.36,14.47,50.39,6.52,163.97,-63.97,-103.63,4455.02,-4177.67,7304.76,-1249.8,0,0,2577.72,,4.36,50.39,6.52,,0,0,4.26,1.42,0,0,104.74,35.01,105563.83,-6722.1,UQ,
(주)고영테크놀러지,98460,Dec.24,284011001,36095208,377932270,299166640,20998991,7138148,0,202538127,54763376,8110,68654755,2.92,2.57,0,0,-1.05,4.3,0.36,5.85,-10.23,-83.69,-4.23,-4.03,,,,,62.14,1.64,10.37,2.35,0.89,5.64,1.06,6.68,0.96,6.07,48.39,305.86,37.86,98.36,12.25,2.43,-2.43,10.03,1.73,25.37,4.32,87.88,34.39,0,0,-2.41,6.19,24.78,47.34,-8.43,3.24,2.86,5132.06,,,106.39,,,,2950.1,319,530.13,,48.39,75.15,17.65,302.39,61.88,24.85,85.51,14.49,4707.16,29.06,27.48,786.84,647.93,148.35,123.72,20.22,510.47,315.4,24.24,16.95,11.17,33.72,5.78,7.53,65.6,4.11,4.81,6.59,999999999,93.23,51.32,137.33,46.62,173.52,60.2,212.08,8.72,16.28,0,0.54,0.59,0.64,29.5,3.47,14.7,24.83,0.73,0.89,4.05,90.19,9.49,8.33,0,2.9,125.99,2.15,4.39,0.64,0,0.01,106010.43,,,,,,,,,28.05,232.69,114859.18,52.34,66.19,33.81,19.81,106010.43,28137.14,70165.8,-4916.53,0,0,12624.02,,28.05,114859.18,52.34,,77.76,24.61,5.5,1.74,50.73,16.05,9.55,3.02,525379.25,12704.42,UQ,
(주)골드앤에스,35290,Dec.24,,,,,,,,,,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702.69,278,3.56,1.41,147.69,58.43,4.49,1.78,19803.46,35.89,,
(주)골프존,215000,Dec.24,328859815,149183790,665498884,377964200,42042966,33288709,0,619981380,218798140,65400,6275415,4.37,-2.24,0,35.46,0.27,8.93,-27.06,5.32,-9.51,-16.34,-37.36,-31.09,,,,,55.57,15.46,6.78,15.6,14.71,6.45,21.97,11.63,15.68,6.88,3054.05,1587.36,44.43,84.54,-3.31,0.4,-0.37,0.93,4.16,44.19,6.1,88.23,19.09,0,0,-0.41,8.49,27.17,38.08,-1.07,4.28,4.42,14823.61,,,103.2,,,,98795.28,8190,12380.75,,15270.27,49.42,18.47,97.69,40.29,50.58,67.12,32.88,14008.09,75.36,65.2,220.44,179.72,89.59,144.99,33.81,874.35,312.04,16.58,48.98,33.4,28.77,15.58,38.74,27,12.37,18.43,27.23,999999999,70.97,150.52,50.87,54.22,101.92,20.39,54.19,6.7,7.2,0,0.95,1.01,1.42,197.59,2.88,63.95,5.71,1.97,2.55,8.61,42.4,24,13.42,0,8.45,43.19,1.84,4.45,1.33,0,0.01,228777.77,,,,,,,,,34.38,176.32,438.33,36.9,47.13,52.87,18.38,228777.77,75331.68,107826.43,-2299.94,0,0,47919.61,,34.38,438.33,36.9,,6.58,4.53,1.3,0.89,6.75,4.65,1.03,0.71,330622.62,167882.46,UQ,
(주)골프존홀딩스,121440,Dec.24,196414639,158555979,1050262754,443915185,43639780,-9992267,0,386190070,303745793,3465,42836818,1.31,-1.01,0,-0.85,-4.31,35.97,-2.97,4.76,-9.58,-25.73,16.17,20.87,,,,,35.33,10.21,11.3,4.05,3.78,4.18,5.41,6.02,13.8,15.27,184.17,203.61,64.67,89.79,-1.36,-0.32,2.21,-0.94,0.69,-29.23,5,91.4,8.77,0,0,2.35,5.39,27.69,74.3,2.72,4.83,4.77,3414.8,,,98.03,,,,9015.38,1056,597.62,,920.86,18.7,42.26,23,10.8,81.3,71.08,28.92,3460.86,114.38,95.75,123.88,71.53,18.45,15.86,219.25,156.73,15.86,10.12,40.69,21.24,55.02,19.45,383.5,3.6,22.35,31.44,3.48,5.01,70.14,34.39,44.13,226.07,79.17,6.61,8.55,1.91,5.2,4.62,0.37,1.35,0.53,18.03,1.23,47.15,7.74,2.27,4.48,4.58,79.65,4.59,5631.73,0,28.11,12.99,0.44,4.74,1.18,0,0.01,94183.56,,,,,,,,,8.97,120.44,838.58,24.39,33.86,66.14,46.33,94183.56,34180.49,31889.41,8530.9,0,0,19586.71,,8.97,838.58,24.39,,4.94,3.19,0.28,0.18,19.72,12.73,4.12,2.66,187434.52,32978.04,UQ,
(주)공구우먼,366030,Dec.24,57730335,4440854,83478151,46198596,7678245,2303072,0,49860403,6532257,3650,22653850,0,0,0,0,0,0,0,0,0,0,0,0,,,,,45.58,16.25,15.4,11.67,9.71,9.2,10.53,10.16,10.59,10.03,357.65,346.91,54.42,83.75,3.77,3.76,-3.17,0.12,2.86,23.07,7.3,80.79,11.58,0.99,0,-3.77,2.59,18.84,55.36,-24.2,4.19,4.19,3315.28,,,88.55,,,,2200.97,347,435.68,,357.65,69.16,8.02,224.21,63.61,30.84,92.17,7.83,3415.28,33.46,32.58,1299.98,1195.73,788.2,35.99,8.69,1872.02,36.15,1.92,8.49,5.77,58.72,2.72,3.92,63.84,1.62,1.76,142.85,999999999,89.46,32.97,115.78,51.64,153.46,151.09,729.47,11.82,19.79,0,0.6,0.65,0.65,22.01,7.63,560.24,0.65,0.86,0.94,10.77,33.89,10.82,2298.67,0,29.93,12.2,1.94,2.79,0.8,0,0.02,14325.09,,,,,,,,,17.16,80.28,4282.03,28.73,33.94,66.06,53.6,14325.09,9981.32,4861.43,-1580.81,0,0,1087.75,,17.16,4282.03,28.73,,21.59,8.71,2.36,0.95,16.59,6.69,3.64,1.47,50284.04,9810.98,UQ,
(주)광림,14200,Dec.24,,,,,,,,,,30200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,65063.94,8871.18,,
(주)광명전기,17040,Dec.24,,,,,,,,,,1553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.01,0.76,0,0,1.01,0.38,69189.31,-7497.66,,
(주)광무,29480,Dec.24,183501955,37608882,282270869,104145271,104172205,23995076,0,6526888,49001163,2485,55028621,117.67,-59.37,0,-1.03,182.09,93.85,4097.93,105.02,-73.07,0,1330.76,1360.41,,,,,21.74,-72.14,1596.05,-0.31,-2.29,50.58,-2.71,60.03,-3.29,72.86,-18.3,404.88,78.26,172.14,2035.83,2084.77,-38.15,6.41,0,18.72,49.37,17.56,18,0,0,-9.12,2.27,17.21,120.76,-7.67,7.95,11.09,748.54,,,88.44,,,,134.65,1989,96.75,,-97.14,65.01,0.06,185.79,64.97,34.99,82.64,17.36,847.81,42.34,40.37,487.92,487.65,150.08,2057.65,0.07,373.02,86413.6,551.62,21.01,16.12,96.68,4.88,7.81,51.69,7.07,8.56,-2.97,999999999,72.96,7.49,2130.92,1024.86,2870.48,33.94,83.34,5.89,254.84,0,0.03,0.05,0.04,0.25,0.2,10.64,34.31,0.05,0.05,124.32,2.94,2672.76,0,0,1.28,285.25,0.1,3.4,0.04,0.01,0,131229.79,,,,,,,,,46.49,11828.95,0,2010.6,3.74,96.26,79.38,131229.79,128167.28,4914.18,-2490.3,20.06,0,618.57,,46.49,0,2010.6,,3.36,0.94,1.51,0.43,70.17,19.76,53.52,15.07,100274.8,-3659.49,UQ,
(주)광주신세계,37710,Dec.24,,,,,,,,,,28850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,4.78,0.32,0.27,3.36,2.87,1.41,1.2,445181.26,80017.87,,
